#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-03-20T01:41:06 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-20T01:41:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/239/hip_main&-out.max=2000&-c.eq=J2000&-out=HIP,_RAJ2000,_DEJ2000,Vmag&Vmag=0..6.5	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
HIP	_RAJ2000	_DEJ2000	Vmag
 22720	073.2907568344	+52.8411550211	 6.40
 22730	073.3448858737	+02.5082250489	 5.33
 22737	073.3770678497	-66.6754135737	 6.43
 22783	073.5125472180	+66.3426780574	 4.26
 22797	073.5629019789	+02.4406720490	 3.71
 22833	073.6954036461	+11.4260064885	 5.18
 22834	073.6990879089	+07.7790972847	 5.33
 22840	073.7112842990	+00.4671665746	 5.98
 22842	073.7135082492	+44.0608614166	 6.06
 22844	073.7209862033	-58.5476519437	 6.11
 22845	073.7238661658	+10.1508330996	 4.64
 22847	073.7283892880	-39.6286072972	 6.11
 22850	073.7431740928	+19.4853881478	 6.36
 22854	073.7630219607	+55.2591086472	 5.52
 22860	073.7784320761	-16.7406699792	 5.71
 22871	073.7966735385	-74.9368519171	 5.47
 22881	073.8277052443	-16.4177665833	 5.71
 22913	073.9589721439	+15.0402783414	 5.79
 22923	073.9931290422	+05.3990241708	 6.50
 22936	074.0294764412	+52.8697610658	 5.75
 22938	074.0373743562	+07.9046959119	 6.42
 22949	074.0649067517	+24.5922184204	 6.33
 22955	074.0836955813	+36.1685371181	 6.10
 22957	074.0928100827	+13.5144658173	 4.06
 22958	074.1007746824	-05.1713562989	 5.50
 23015	074.2484115200	+33.1660903075	 2.69
 23041	074.3216295855	-01.0672576937	 6.25
 23040	074.3216523952	+53.7521011920	 4.43
 23043	074.3430858422	+17.1536769042	 5.51
 23060	074.4361875333	-14.2319199714	 6.15
 23068	074.4526967713	+23.9485621457	 5.79
 23088	074.5391386331	+25.0504055469	 5.79
 23092	074.5454663525	-02.2127376376	 6.34
 23123	074.6370913837	+01.7140157857	 4.47
 23148	074.7123520716	-82.4705125361	 5.84
 23161	074.7475444829	+14.5432401174	 6.14
 23166	074.7556829520	-16.3760268653	 5.65
 23179	074.8142067223	+37.8902446673	 4.93
 23216	074.9430351557	+53.1554509192	 6.09
 23221	074.9602184118	-10.2633250385	 5.39
 23231	074.9822383584	-12.5374156910	 4.78
 23251	075.0551448141	-78.3000091664	 6.29
 23261	075.0764126634	+39.3947009490	 5.95
 23265	075.0863362381	+81.1940878374	 5.09
 23268	075.0967306709	+39.6546529646	 6.46
 23296	075.1658670382	-02.0660323447	 6.31
 23311	075.2041670621	-05.7536754437	 6.22
 23362	075.3565860157	-20.0519183807	 4.91
 23364	075.3597699466	-07.1739654783	 4.80
 23377	075.3938452382	-39.7180456740	 6.02
 23380	075.4001810426	+61.0779964471	 6.03
 23408	075.4598042848	+00.7221117449	 5.91
 23416	075.4922256764	+43.8233083554	 3.03
 23419	075.5000995628	+01.6088649967	 6.45
 23430	075.5409242539	-26.2750294633	 5.01
 23442	075.5825564563	+74.2693676494	 6.05
 23446	075.5950196184	-31.7713328922	 5.92
 23453	075.6195288812	+41.0758374432	 3.69
 23467	075.6791601736	-71.3143001217	 5.30
 23474	075.6874305149	-22.7950522424	 5.74
 23475	075.6891448601	-04.2101205903	 5.86
 23482	075.7028590806	-49.1514072174	 5.37
 23484	075.7101632560	+66.8229741901	 6.20
 23497	075.7739471955	+21.5899624117	 4.62
 23511	075.8276530110	+41.4416461286	 6.11
 23522	075.8545418952	+60.4422455164	 4.03
 23551	075.9671854661	-14.3702305467	 6.42
 23554	075.9719659685	-24.3881507319	 5.61
 23555	075.9748040787	-41.7449503984	 6.30
 23582	076.0533215511	+73.7638871855	 6.21
 23583	076.0606884780	+30.4945877810	 6.14
 23589	076.0899549050	+21.2779305729	 6.20
 23595	076.1016755729	-35.4829783889	 4.55
 23596	076.1089873959	-35.7051091180	 6.32
 23607	076.1422895887	+15.4041052671	 4.65
 23617	076.1652831639	+74.0669550569	 6.10
 23643	076.2271944187	-03.0396747419	 6.04
 23649	076.2417265791	-49.5778375043	 5.05
 23653	076.2525247782	-54.4074008942	 6.26
 23668	076.3174829974	-26.1523907675	 5.71
 23680	076.3488193525	+01.1776265496	 6.10
 23685	076.3652676987	-22.3710325807	 3.19
 23693	076.3777324590	-57.4727038841	 4.71
 23695	076.3837503503	+19.8067232083	 6.48
 23724	076.5038238775	+35.9363881299	 6.49
 23734	076.5352198232	+58.9723722076	 5.22
 23737	076.5387294686	-73.0376728036	 6.26
 23743	076.5505720286	+59.0213398010	 6.08
 23766	076.6237786738	+61.1697561721	 6.00
 23767	076.6287199205	+41.2344744657	 3.18
 23777	076.6530985188	-13.1226224635	 6.04
 23783	076.6692948355	+51.5977203448	 4.98
 23794	076.6902195379	-04.6551631900	 5.12
 23799	076.7064809386	+43.1747046339	 6.20
 23818	076.7906393171	-19.3918684077	 6.47
 23831	076.8540137441	-12.4912695009	 5.97
 23835	076.8625252965	+18.6450520946	 4.91
 23840	076.8917812925	-63.3996789230	 5.19
 23852	076.9096378361	+09.4717799571	 6.15
 23871	076.9516582570	+20.4183787006	 5.28
 23874	076.9575322139	-12.5926576264	 6.33
 23875	076.9624379747	-05.0864461811	 2.78
 23879	076.9703907856	+08.4984288862	 5.33
 23883	076.9809830480	+21.7048207933	 5.84
 23900	077.0275974790	+24.2651747924	 5.50
 23908	077.0552392783	-15.0953538249	 6.38
 23916	077.0841253877	-08.6653243969	 5.80
 23941	077.1820803474	-04.4562072882	 5.11
 23972	077.2865957100	-08.7540809554	 4.25
 23983	077.3318412484	+09.8295785515	 5.43
 24003	077.4029970628	+69.6394012277	 6.43
 24010	077.4248128728	+15.5972323408	 4.81
 24017	077.4354449170	+64.9194906027	 6.37
 24019	077.4378844435	+28.0304611312	 5.93
 24041	077.5135903216	-00.5653227036	 6.11
 24072	077.5783625856	+37.3018537521	 6.02
 24109	077.6788328432	+46.9620699918	 5.67
 24114	077.6857998418	-25.9104626289	 6.40
 24130	077.7417700710	-02.2541140001	 6.24
 24162	077.8299032503	-02.4907824200	 5.89
 24169	077.8452970051	-11.8490887785	 5.60
 24193	077.9096451616	+29.9035800985	 6.42
 24197	077.9231814306	+16.0456730211	 5.18
 24203	077.9389623094	+01.0370276222	 5.88
 24244	078.0745927172	-11.8692187519	 4.45
 24254	078.0935773824	+73.9466742771	 5.44
 24294	078.2005376647	-06.0571903725	 5.90
 24305	078.2329201711	-16.2054682148	 3.29
 24313	078.2617277087	+61.8500396936	 6.17
 24327	078.3078237445	-12.9412915383	 4.36
 24331	078.3228391324	+02.8612654669	 4.46
 24332	078.3226901087	+37.3373088911	 6.48
 24340	078.3571569199	+38.4844979435	 4.82
 24348	078.3801826247	+62.6911316372	 6.49
 24349	078.3814869379	+01.9676842285	 6.08
 24372	078.4393925379	-67.1852550655	 4.81
 24377	078.4468923663	+00.5604234735	 6.33
 24384	078.4722250501	-52.0307551135	 6.03
 24394	078.4997887099	-14.6068717179	 6.22
 24426	078.6201920492	-35.9769961761	 5.75
 24436	078.6344681221	-08.2016405511	 0.18
 24440	078.6480067144	+76.4727611421	 6.36
 24450	078.6835342826	+05.1561505831	 5.50
 24451	078.6844647876	+53.2139489235	 6.16
 24479	078.7975094422	+59.4056868589	 6.15
 24493	078.8270912706	-01.4090400397	 6.15
 24505	078.8515521344	-26.9435087126	 5.06
 24504	078.8516372217	+32.6876002090	 5.01
 24507	078.8534882661	-73.5884750412	 6.49
 24512	078.8652242713	+22.2848583811	 6.26
 24520	078.9117259463	-52.1821788380	 6.48
 24555	079.0172256292	+11.3413536442	 5.52
 24560	079.0439946063	-11.3525533340	 6.45
 24575	079.0756234823	+34.3123169286	 5.99
 24607	079.1710001789	+01.9473284040	 6.42
 24608	079.1723293990	+45.9979911065	 0.08
 24659	079.3712083374	-34.8952075645	 4.81
 24674	079.4016247711	-06.8444094204	 3.59
 24679	079.4176737563	-13.5198256376	 5.48
 24727	079.5440373953	+33.3716128391	 4.54
 24732	079.5551525863	+73.2680713025	 5.81
 24738	079.5654045136	+42.7921110380	 5.55
 24740	079.5787475301	+33.7673483980	 6.15
 24771	079.6680249977	+40.4651239729	 6.22
 24786	079.7103008491	-18.1300504158	 5.96
 24799	079.7501203133	+33.7483937426	 5.38
 24813	079.7853102808	+40.0990514993	 4.69
 24817	079.7967457144	+02.5958064614	 5.34
 24820	079.8112152014	+20.1345959930	 6.12
 24822	079.8191756277	+22.0964939705	 4.96
 24825	079.8226550731	-18.5199195136	 6.37
 24829	079.8422288044	-50.6059673959	 5.44
 24831	079.8486869603	-27.3688838632	 5.98
 24832	079.8489276547	+33.9854206300	 6.49
 24836	079.8660716269	+58.1173647008	 6.13
 24845	079.8938519543	-13.1767885008	 4.29
 24847	079.8970168116	-01.4118919139	 6.33
 24873	079.9959313578	-12.3155851885	 5.29
 24879	080.0038377486	+33.9580537056	 5.05
 24881	080.0096594866	+44.4253831118	 6.49
 24902	080.0611238322	+41.0862122364	 5.46
 24909	080.0862885583	-34.6988560960	 6.34
 24914	080.0942114267	+62.6537109725	 5.64
 24925	080.1100284064	-05.3675283422	 6.40
 24927	080.1121603609	-21.2397634068	 4.70
 24955	080.1695000220	+66.7468784782	 6.39
 24960	080.1823415414	+02.5447800378	 6.43
 24977	080.2358953627	+19.8143467678	 6.20
 24984	080.2472257549	+27.9572617154	 6.35
 25001	080.3028639364	+29.5698841582	 5.66
 25007	080.3202533180	-34.3450513406	 6.05
 25011	080.3304451528	+04.0119483158	 6.49
 25028	080.3826814294	-00.4164911019	 5.68
 25041	080.4315011344	+08.4285562012	 5.78
 25044	080.4406163938	-00.3824651610	 4.72
 25045	080.4427269498	-24.7729815329	 5.06
 25048	080.4517320778	+41.8045725858	 5.22
 25059	080.4804574528	-17.6036312746	 6.47
 25098	080.5922776642	-56.1344005867	 6.10
 25110	080.6397162417	+79.2311486437	 5.08
 25142	080.7083339296	+03.5444524650	 4.99
 25143	080.7096452079	+41.0292604058	 5.54
 25180	080.7999768841	-26.7054333287	 6.49
 25187	080.8271262794	-08.4155951829	 5.99
 25192	080.8452979407	+28.9367614067	 6.45
 25194	080.8501032134	-39.6784233400	 5.73
 25197	080.8660114257	+57.5443953418	 5.24
 25202	080.8756519795	-13.9273520661	 5.25
 25205	080.8794398223	+05.3230861301	 6.34
 25216	080.9071062267	+16.6992984437	 6.09
 25223	080.9262887810	-00.1598180199	 5.69
 25240	080.9638744401	-00.8666218710	 6.13
 25247	080.9867842646	-07.8080645789	 4.13
 25278	081.1060974691	+17.3835340143	 5.00
 25280	081.1187072863	-16.9757806786	 5.64
 25281	081.1192364264	-02.3971462421	 3.35
 25282	081.1204506028	-00.8913282804	 5.07
 25288	081.1504194202	+02.3531648351	 6.33
 25290	081.1600982684	+31.2239122469	 6.30
 25291	081.1604972893	+31.1431479106	 5.94
 25292	081.1630911841	+37.3853456574	 5.02
 25301	081.1866698774	+36.1999455579	 6.49
 25302	081.1867773318	+01.8464446517	 4.89
 25303	081.1928622942	-52.3162455092	 6.26
 25317	081.2315720864	-44.2256839715	 6.09
 25322	081.2475663546	+73.7071976694	 6.48
 25329	081.2572670671	-10.3288869382	 5.60
 25336	081.2827627614	+06.3497022322	 1.64
 25368	081.4020750798	-01.4912935625	 6.44
 25378	081.4459109434	+00.5202438072	 6.18
 25397	081.4992714448	-19.6953992864	 5.78
 25401	081.5098520452	-05.5185014921	 6.24
 25410	081.5238443082	+16.7001607271	 6.23
 25428	081.5729724915	+28.6074500086	 1.65
 25429	081.5802819666	-58.9125203975	 5.14
 25453	081.6617909399	+06.8686578740	 6.41
 25471	081.7033464420	+34.3918099240	 5.92
 25473	081.7092848776	+03.0956744821	 4.59
 25475	081.7136766217	+33.2622583789	 6.18
 25476	081.7263232937	+35.4572724576	 6.17
 25482	081.7491799622	-68.6225437378	 6.02
 25486	081.7698464590	-11.9009636164	 6.30
 25488	081.7721689321	-40.9435096133	 5.86
 25492	081.7844707494	+30.2086030853	 5.69
 25499	081.7920566241	+17.9622164725	 5.40
 25502	081.8078937587	+15.2576305000	 6.18
 25505	081.8141729693	+02.3411999703	 6.36
 25532	081.9020856520	-21.3757128233	 6.08
 25539	081.9086880855	+21.9369652733	 4.88
 25541	081.9120263643	+34.4758921001	 5.08
 25555	081.9400354732	+15.8740521864	 5.52
 25580	082.0039037527	+33.7637033704	 6.41
 25582	082.0061275322	+01.2982508479	 6.41
 25583	082.0067110469	+17.2391296499	 5.77
 25606	082.0613466355	-20.7594409733	 2.81
 25608	082.0638983968	-37.2307666299	 5.56
 25638	082.1448908956	+13.6789791715	 6.35
 25667	082.2371226901	-03.3074289567	 6.39
 25695	082.3187505777	+25.1502151544	 5.47
 25708	082.3486885968	-03.4463937087	 5.80
 25730	082.4193930231	+29.1864642812	 6.20
 25732	082.4234229146	-00.8025123506	 6.49
 25737	082.4332569319	-01.0922389589	 4.71
 25751	082.4782251481	+01.7892602136	 5.77
 25768	082.5394987493	-47.0776547175	 5.46
 25769	082.5425084926	+63.0672204662	 5.43
 25776	082.5578664496	-84.7851039193	 6.18
 25781	082.5661334035	-63.9276856367	 6.19
 25785	082.5830142171	+04.2047946697	 6.21
 25786	082.5864724178	-07.4348113025	 6.33
 25790	082.6090215324	+15.3604491292	 5.93
 25806	082.6806152023	+22.4622546563	 6.29
 25810	082.6878521616	+39.8259164393	 6.38
 25813	082.6960490652	+05.9481390485	 4.20
 25816	082.7027131791	+41.4619944618	 5.99
 25853	082.7817783876	-20.8636591125	 5.53
 25859	082.8031491382	-35.4705188262	 3.86
 25861	082.8105525363	+03.2921329368	 5.46
 25869	082.8370553146	-06.7083788735	 6.23
 25887	082.9000169075	-45.9253169140	 5.86
 25911	082.9505867235	+85.9385284101	 6.50
 25918	082.9708982856	-76.3409640033	 5.18
 25923	082.9827498668	-07.3015370417	 4.62
 25930	083.0016696791	-00.2990920389	 2.25
 25945	083.0531293281	+18.5942342882	 4.32
 25950	083.0589251556	+17.0581280785	 5.50
 25973	083.1408358021	+57.2210708833	 6.44
 25976	083.1582482060	+00.0119327717	 6.15
 25980	083.1723052641	-01.5918311314	 5.34
 25984	083.1819706415	+32.1920216778	 4.71
 25985	083.1825663286	-17.8222885269	 2.58
 25993	083.2142269201	-38.5133715109	 5.45
 26001	083.2482046514	-64.2275173067	 5.34
 26019	083.2807822826	-35.1393761012	 5.75
 26054	083.3641752491	+32.8011799476	 6.50
 26063	083.3810274829	-01.1560728110	 5.36
 26064	083.3817910845	+18.5402309443	 5.67
 26069	083.4063237077	-62.4898253222	 3.76
 26071	083.4092286238	+34.7255699149	 6.27
 26072	083.4118259658	+20.4742163537	 6.19
 26079	083.4348512175	-54.9022893948	 6.42
 26093	083.4761833837	+14.3055781386	 5.60
 26104	083.5103014812	-07.0237502932	 6.45
 26106	083.5162119670	-01.0357264043	 6.24
 26108	083.5168645512	-01.4702533468	 5.92
 26126	083.5698872087	+03.7668950986	 5.32
 26149	083.6220247296	-00.0123448350	 6.25
 26169	083.6865939409	-73.7412766907	 5.79
 26176	083.7051545843	+09.4895792279	 4.39
 26190	083.7393025804	-61.1760481587	 6.32
 26197	083.7541952829	-06.0092699262	 5.67
 26199	083.7611730719	-06.0020270172	 4.78
 26207	083.7844878884	+09.9341584192	 3.39
 26215	083.8051652114	+10.2400929011	 5.60
 26219	083.8144781309	-33.0797243261	 5.76
 26220	083.8159267140	-05.3873150440	 4.98
 26221	083.8186063840	-05.3896959240	 5.13
 26234	083.8429827498	-04.4243200256	 6.24
 26235	083.8454200116	-05.4160596642	 4.98
 26237	083.8465174044	-04.8383578285	 4.58
 26241	083.8582602968	-05.9099013469	 2.75
 26248	083.8630420877	+24.0395887842	 5.37
 26263	083.8996023193	-03.2528399706	 6.40
 26264	083.9007016537	-78.8208390625	 6.04
 26268	083.9145175774	-04.8560666340	 5.24
 26291	083.9812474688	+27.6623468104	 6.27
 26300	084.0118574548	-47.3137461615	 6.10
 26309	084.0428981609	-28.7080152778	 6.26
 26311	084.0533893423	-01.2019198264	 1.69
 26315	084.0664981680	+47.7152901582	 6.10
 26344	084.1467402573	+54.4286585204	 5.74
 26345	084.1487231400	-06.0647516293	 5.71
 26363	084.2183999346	+40.1823752703	 6.08
 26366	084.2266162537	+09.2906726735	 4.09
 26368	084.2290777564	-66.5602873657	 6.28
 26382	084.2655658486	+17.0403243708	 5.53
 26386	084.2682604889	+11.0350045636	 5.97
 26395	084.2865517172	-11.7755154464	 6.10
 26394	084.2912154248	-80.4691219250	 5.65
 26396	084.2868558164	+26.9244731050	 5.83
 26408	084.3127896599	+64.1546896996	 6.15
 26410	084.3167585147	+66.6966920412	 6.26
 26412	084.3187786746	-27.8713620217	 6.15
 26414	084.3304588883	+08.9518745283	 6.11
 26427	084.3639898536	-05.9383910486	 6.03
 26451	084.4111906983	+21.1425491428	 2.97
 26460	084.4359075608	-28.6896904169	 5.28
 26463	084.4408617469	+33.5591671742	 6.36
 26477	084.4724395197	-04.8140340454	 6.16
 26487	084.5046628556	+07.5414195836	 5.87
 26515	084.5725844205	-50.6409949964	 6.43
 26535	084.6582207442	-06.5739587008	 5.96
 26536	084.6586885630	+30.4924123519	 5.40
 26545	084.6813538334	-40.7073065065	 5.81
 26549	084.6865333264	-02.6000688822	 3.77
 26563	084.7211791409	-07.2128288740	 4.77
 26571	084.7390512284	+26.6180685806	 6.45
 26592	084.7862359521	+41.3585625243	 6.44
 26594	084.7964430820	+04.1214668401	 4.50
 26602	084.8175992723	-17.8494083431	 6.40
 26606	084.8263000785	+29.2152126585	 5.98
 26616	084.8629504610	+21.7629289635	 6.42
 26623	084.8785038569	-09.7066284347	 6.49
 26624	084.8797957412	-03.5647043358	 5.99
 26634	084.9122494566	-34.0741078649	 2.65
 26638	084.9321035954	+75.0438715318	 6.19
 26640	084.9341623833	+25.8970910871	 5.18
 26649	084.9576685143	-32.6292159742	 5.44
 26712	085.1496134384	+31.3581973310	 6.04
 26713	085.1553995870	-02.8252364604	 6.22
 26718	085.1752100872	+31.9206075172	 6.23
 26727	085.1896964235	-01.9425722364	 1.74
 26728	085.1924638508	-10.4086637729	 6.46
 26736	085.2113112726	-01.1287873428	 4.95
 26762	085.2733150364	+00.3377534922	 5.93
 26777	085.3238280018	+16.5341478397	 4.84
 26779	085.3347319478	+53.4810577868	 6.21
 26781	085.3374058954	+29.4874184661	 6.40
 26796	085.3621880305	-33.4007413986	 6.35
 26820	085.4180742517	-02.8964574230	 6.41
 26821	085.4229617697	-16.7258302336	 6.22
 26853	085.5166060618	+22.6603249574	 6.35
 26862	085.5482462422	-30.5354423511	 6.18
 26865	085.5581594795	-22.3737152867	 5.88
 26866	085.5603174844	-17.5303763683	 6.15
 26868	085.5633105634	-34.6678120825	 5.29
 26882	085.6101997154	+65.6976491917	 5.62
 26885	085.6193003585	+01.4746288862	 4.90
 26926	085.7246457495	-06.7961676426	 5.97
 26942	085.7569773480	+56.5815223269	 6.05
 26953	085.7888274572	-01.6132483662	 6.31
 26964	085.8312607511	+23.2043720058	 6.23
 26966	085.8402927233	-18.5574753233	 5.73
 26981	085.8757738068	-39.4069079107	 6.25
 27001	085.9214130660	-45.8328641507	 6.38
 27046	086.0351949631	+61.4765357207	 6.17
 27072	086.1157933939	-22.4483821664	 3.59
 27075	086.1183117434	-20.1265730479	 6.34
 27100	086.1932449367	-65.7355259249	 4.34
 27116	086.2553683310	+12.8883317432	 6.47
 27118	086.2574664383	+04.0081113025	 6.09
 27164	086.3733187740	+31.3248250185	 6.50
 27196	086.4751611874	+49.8262553404	 5.46
 27204	086.4995625159	-32.3064349492	 5.18
 27212	086.5119513089	-04.2684843385	 6.24
 27243	086.6140527509	-46.5971804290	 5.31
 27249	086.6266274165	+56.1155750559	 5.93
 27253	086.6454666336	+01.1681933315	 5.95
 27265	086.6895695608	+15.8224970611	 6.00
 27280	086.7172282263	+09.5223427619	 5.78
 27288	086.7389199691	-14.8219500381	 3.55
 27293	086.7501765306	+51.5208707268	 6.47
 27303	086.7690724847	-28.6389135167	 6.22
 27308	086.7825199370	-16.2380786421	 6.18
 27316	086.8047994299	+14.4883217075	 5.72
 27317	086.8055439524	-54.3607283974	 6.19
 27319	086.8111888157	+42.5267483182	 6.30

